Port Number,Transaction ID,Latency
5008,fc2c276d83e343d3a1b9e889148dfc8f,0.053227
5008,d96251f9d6eb9d421afc80fb41639a73,0.060747
5008,12dd6349da1b319d73f714856a3eba69,0.006389
5008,295a457757ce13cc9e85c32ce5af84b1,0.009961
5008,35caa234f3a5c0eab5266b2c42f3f827,0.015053
5008,f340a91d532e3ca6e70aee51fbc5f985,0.003903
5008,4b70eb88eae453a7f99f232d2e0c98b0,0.010302
5008,d17e7bd8ebef01f65e53800082c3053b,0.001338
5008,c0fe7d3aa952bf6f72f203453e61fd4f,0.003587
5008,d49cc59d4b85e64e2dde9ca32c84be24,0.004757
5008,9ae4e1c75ed709d084c7f63cba2d9bc6,0.003135
5008,55d8e098a6adc167d21e621b4c421ad3,0.009495
5008,086b97376f5a6d7b71f7a85ac66e0491,0.010990
5008,3b8ef8fba2e5912e5db7a65fd51d3e02,0.011292
5008,08bf62396fd4e17c8c14e9f55143b14b,0.001655
5008,72f30360dc8a67654f34e50afe589e10,0.007868
5008,acd2fb615e21ff3f66b92daf4d7d8e81,0.002644
5008,5d3ed3a799f682da63fd50b8abfc9cef,0.002893
5008,f9bc6300797363961c129189b3322cb7,0.000218
